,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len,Exterior_color_imputed
852,26450,3,Lexus,Automatic,38982,White,Red,24,I4,Front-Wheel Drive,Gasoline,10,3837,0
853,17957,1,Kia,Automatic,3278,Blue,Black,33,I4,Front-Wheel Drive,Gasoline,6,2031,0
854,23998,3,Acura,Automatic,32138,Gray,Black,25,V6,Front-Wheel Drive,Gasoline,10,1725,0
855,9700,5,Ford,Automatic,106661,White,Gray,27,I4,Front-Wheel Drive,Gasoline,3,2984,0
856,22950,5,Ford,Automatic,76871,Gray,Black,19,V6,All-Wheel Drive,Gasoline,8,3568,0
857,36295,1,Mercedes-Benz,Automatic,12448,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,2,2145,0
858,11350,6,Honda,Automatic,83869,Blue,Gray,34,I4,Front-Wheel Drive,Gasoline,2,1867,0
859,10688,8,Volkswagen,Automatic,67308,Black,Black,25,I4,Front-Wheel Drive,Gasoline,3,2580,0
860,40500,2,Lexus,Automatic,9759,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,12,3673,0
861,21895,5,Mercedes-Benz,Automatic,49144,Gray,Black,24,V6,Rear-Wheel Drive,Gasoline,4,3926,0
862,12500,4,Volkswagen,Manual,20353,Black,Black,33,I4,Front-Wheel Drive,Gasoline,2,3108,0
863,22994,3,INFINITI,Automatic,31687,White,Black,24,V6,Rear-Wheel Drive,Gasoline,5,2051,0
864,14700,4,Toyota,Automatic,87010,Black,Gray,28,I4,Front-Wheel Drive,Gasoline,4,1624,0
865,9790,5,Kia,Automatic,107000,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,7,1065,0
866,33187,2,RAM,Automatic,40275,White,Black,18,V8,Front-Wheel Drive,Gasoline,19,1908,0
867,18950,7,Mercedes-Benz,Automatic,49702,Black,Black,24,V6,Rear-Wheel Drive,Gasoline,9,3757,1
868,57995,3,Mercedes-Benz,Automatic,34565,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,10,2754,0
869,18519,2,Nissan,Automatic,30572,White,Black,31,I4,Front-Wheel Drive,Gasoline,6,1868,0
870,9014,6,Ford,Automatic,101950,White,Black,42,I4,Front-Wheel Drive,Hybrid,3,3404,0
871,24999,2,Ford,Automatic,22847,Red,Black,19,V6,Front-Wheel Drive,Gasoline,8,2955,0
872,12995,6,Acura,Automatic,107320,Black,Black,28,I4,Front-Wheel Drive,Gasoline,8,3973,0
873,11000,3,Ford,Automatic,59564,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,5,2685,0
874,20698,3,BMW,Automatic,33937,Gray,Black,71,I4,Rear-Wheel Drive,Gasoline,5,4152,0
875,7699,9,Volvo,Automatic,125000,Black,Black,24,I5,Front-Wheel Drive,Gasoline,6,1137,0
876,10999,8,Honda,Automatic,102845,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,4,848,0
877,8299,5,Kia,Automatic,103000,Black,Black,31,I4,Front-Wheel Drive,Gasoline,3,1049,0
878,84888,1,Land,Automatic,2726,Gray,Black,17,V8,All-Wheel Drive,Gasoline,9,2630,0
879,10980,6,Jeep,Automatic,93823,Red,Gray,25,I4,Four-Wheel Drive,Gasoline,2,1003,0
880,5999,7,Ford,Automatic,89000,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,1,4223,0
881,102998,3,Mercedes-Benz,Automatic,13961,Black,Black,25,V8,Rear-Wheel Drive,Gasoline,5,1930,0
882,6949,7,Hyundai,Automatic,130290,Black,Black,25,I4,Front-Wheel Drive,Gasoline,5,1707,0
883,27405,3,Alfa,Automatic,19101,Black,Black,24,I4,All-Wheel Drive,Gasoline,10,2592,1
884,10499,5,Volkswagen,Automatic,51775,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,482,0
885,27998,4,Lexus,Automatic,49429,Silver,Black,25,V6,Front-Wheel Drive,Gasoline,3,1661,0
886,21950,4,Acura,Automatic,36196,Gray,Black,23,V6,Front-Wheel Drive,Gasoline,5,3007,0
887,14500,4,Volkswagen,Automatic,26028,White,Black,21,I4,Front-Wheel Drive,Gasoline,2,2480,0
888,23975,4,Lexus,Automatic,17962,Blue,Black,25,I4,Front-Wheel Drive,Gasoline,3,4122,0
889,8499,8,Kia,Automatic,124000,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,6,1107,0
890,15099,4,Kia,Automatic,84000,Black,Black,42,I4,Front-Wheel Drive,Hybrid,18,1097,0
891,21297,4,Honda,Automatic,40752,Silver,Black,30,I4,Front-Wheel Drive,Gasoline,9,4627,0
892,15999,2,Toyota,Automatic,70708,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,2586,0
893,25975,3,Mercedes-Benz,Automatic,14255,White,Black,28,I4,Rear-Wheel Drive,Gasoline,8,4470,0
894,23459,3,BMW,Automatic,23782,Gray,Black,28,I4,Rear-Wheel Drive,Gasoline,7,1189,0
895,12188,3,Nissan,Automatic,42607,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,3,2975,0
896,7499,7,Kia,Automatic,97377,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,2,687,0
897,26998,3,BMW,Automatic,30098,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,7,4342,1
898,22495,2,Chevrolet,Automatic,28813,Black,Black,22,I4,Front-Wheel Drive,Gasoline,3,2599,1
899,30998,2,Audi,Automatic,19214,Gray,Black,27,I4,All-Wheel Drive,Gasoline,11,1773,0
900,40988,3,Audi,Automatic,22459,Blue,Black,21,V6,All-Wheel Drive,Gasoline,9,4169,0
901,13999,4,Nissan,Automatic,74490,Black,Black,29,I4,Front-Wheel Drive,Gasoline,4,2120,0
902,8799,9,Honda,Automatic,140000,Black,Black,27,I4,Front-Wheel Drive,Gasoline,10,1081,0
903,21990,4,Mercedes-Benz,Automatic,46000,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,23,1187,0
904,64800,3,Mercedes-Benz,Automatic,19849,White,Black,21,V8,Rear-Wheel Drive,Gasoline,6,2237,0
905,34998,4,RAM,Automatic,31425,White,Black,18,V8,Front-Wheel Drive,Gasoline,5,1679,0
906,9671,11,Acura,Automatic,98621,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,3,1946,0
907,22932,4,Toyota,Automatic,57822,Black,Black,21,I4,Front-Wheel Drive,Gasoline,3,1888,0
908,28650,3,Toyota,Automatic,20678,Silver,Black,23,V6,Front-Wheel Drive,Gasoline,4,3371,0
909,22255,2,Toyota,Automatic,34585,Blue,Black,30,I4,Front-Wheel Drive,Gasoline,4,1774,0
910,7290,8,Nissan,Automatic,96000,Blue,Black,34,I4,Front-Wheel Drive,Gasoline,10,1124,0
911,21059,1,Nissan,Automatic,8885,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,5,1989,0
912,23620,3,Dodge,Automatic,26790,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,7,2259,0
913,67888,1,Land,Automatic,12648,Black,Black,19,I6,All-Wheel Drive,Gasoline,8,2117,1
914,47250,3,Toyota,Automatic,24134,White,Black,25,V8,Four-Wheel Drive,Gasoline,4,2033,0
915,15250,4,Ford,Automatic,75237,Black,Black,42,I4,Front-Wheel Drive,Gasoline,15,4044,0
916,48000,3,Mercedes-Benz,Automatic,26709,Gray,Black,22,V6,Rear-Wheel Drive,Gasoline,11,4002,0
917,21589,3,Toyota,Automatic,30337,Black,Black,26,I4,Front-Wheel Drive,Gasoline,3,1961,0
918,15999,3,Nissan,Automatic,21590,Black,Black,33,I4,Front-Wheel Drive,Gasoline,5,1653,1
919,15495,6,Ford,Automatic,122826,Black,Black,20,V6,Front-Wheel Drive,Gasoline,3,133,0
920,37998,3,Lexus,Automatic,39783,White,Black,29,V6,All-Wheel Drive,Hybrid,9,1817,0
921,14991,5,Toyota,Automatic,58199,White,Black,29,I4,Front-Wheel Drive,Gasoline,2,2092,0
922,17999,3,Toyota,Automatic,65543,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,1229,1
923,15599,2,Toyota,Automatic,35218,White,Black,31,I4,Front-Wheel Drive,Gasoline,1,2437,0
924,17975,3,Jeep,Automatic,11867,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,7,4004,0
925,30989,1,Ford,Automatic,393,Red,Black,25,I4,Front-Wheel Drive,Gasoline,4,2914,0
926,209900,4,Rolls-Royce,Automatic,7815,Silver,Black,15,V12,Rear-Wheel Drive,Gasoline,6,1038,0
927,26344,4,BMW,Automatic,35995,Black,Black,27,I4,All-Wheel Drive,Gasoline,7,3173,0
928,55500,2,Porsche,Automatic,46872,Black,Black,20,V6,All-Wheel Drive,Gasoline,6,751,0
929,7999,11,Honda,Automatic,108326,Black,Black,25,I4,Front-Wheel Drive,Gasoline,1,790,1
930,14495,5,Jeep,Automatic,46716,Black,Black,26,I4,Front-Wheel Drive,Flex Fuel Vehicle,9,5088,1
931,18995,13,Chevrolet,Automatic,24912,White,Black,16,V8,Four-Wheel Drive,Flex Fuel Vehicle,3,1126,0
932,21999,3,Chevrolet,Automatic,32896,Blue,Black,26,I4,Rear-Wheel Drive,Gasoline,3,4388,0
933,45995,1,Cadillac,Automatic,3074,Black,Black,21,V6,Four-Wheel Drive,Gasoline,15,3757,0
934,34314,1,Mercedes-Benz,Automatic,30949,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,7,2788,0
935,46995,0,Cadillac,Automatic,2356,Black,Black,22,V6,Front-Wheel Drive,Gasoline,12,3137,1
936,45998,1,Chevrolet,Automatic,48551,White,Gray,17,V8,Four-Wheel Drive,Gasoline,9,1817,0
937,21999,2,Honda,Automatic,14672,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,6,1949,0
938,28999,3,Jeep,Automatic,40463,Red,Black,18,V6,Four-Wheel Drive,Gasoline,3,3467,0
939,18999,1,Toyota,Automatic,9863,White,Black,35,I4,Front-Wheel Drive,Gasoline,5,1659,0
940,14975,4,Kia,Automatic,78148,Black,Gray,20,V6,Front-Wheel Drive,Gasoline,11,4801,0
941,26100,4,Jeep,Automatic,56316,Gray,Black,21,V6,Four-Wheel Drive,Gasoline,3,1532,0
942,28155,0,Ford,Automatic,279,Silver,Black,26,I3,All-Wheel Drive,Gasoline,4,2040,0
943,19483,3,Toyota,Automatic,16941,White,Black,28,I4,Front-Wheel Drive,Gasoline,3,5207,0
944,16965,3,Chevrolet,Automatic,26788,White,Black,42,I4,Front-Wheel Drive,Gasoline,7,2651,0
945,29900,3,BMW,Automatic,23069,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,20,2341,0
946,44753,4,Land,Automatic,22784,Gray,Black,23,V6,All-Wheel Drive,Diesel,6,1748,0
947,42777,0,BMW,Automatic,6583,Black,Black,26,I4,Rear-Wheel Drive,Gasoline,7,1816,0
948,42998,3,Porsche,Automatic,17886,Gray,Black,22,I4,All-Wheel Drive,Gasoline,8,1736,0
949,14995,3,Nissan,Automatic,48915,Black,Black,33,I4,Front-Wheel Drive,Gasoline,7,2084,0
950,22900,3,Volkswagen,Automatic,11851,White,Gray,24,I4,Front-Wheel Drive,Gasoline,11,2938,0
951,10995,6,Dodge,Automatic,77146,Red,Black,25,I4,Front-Wheel Drive,Gasoline,3,905,0
952,10999,3,Nissan,Automatic,104812,Black,Black,31,I4,Front-Wheel Drive,Gasoline,4,2805,0
953,51999,1,Audi,Automatic,8188,Gray,Black,18,V6,All-Wheel Drive,Gasoline,10,2712,0
954,29900,2,BMW,Automatic,23648,Silver,Black,28,I4,Rear-Wheel Drive,Gasoline,17,2815,0
955,71500,2,Mercedes-Benz,Automatic,30630,Gray,Black,21,V8,Rear-Wheel Drive,Gasoline,9,4896,0
956,14994,2,Volkswagen,Automatic,31240,White,Black,34,I4,Front-Wheel Drive,Gasoline,6,996,0
957,15900,4,Dodge,Automatic,53984,Black,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,10,3818,1
958,51895,2,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,4,1658,0
959,43298,0,BMW,Automatic,5429,White,Black,29,I4,Rear-Wheel Drive,Gasoline,9,808,0
960,17551,8,Dodge,Automatic,91560,White,Gray,20,V8,Rear-Wheel Drive,Gasoline,3,1898,0
961,47879,1,Ford,Automatic,33337,Silver,Gray,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,10,2401,0
962,57426,1,Land,Automatic,12446,Black,Black,20,V6,All-Wheel Drive,Gasoline,5,2345,0
963,12495,8,Honda,Automatic,110444,Black,Black,31,I4,Front-Wheel Drive,Gasoline,3,1074,1
964,52990,1,Mercedes-Benz,Automatic,20375,Silver,Black,22,I4,All-Wheel Drive,Gasoline,12,4734,0
965,18995,3,Acura,Automatic,27903,White,Black,29,I4,Front-Wheel Drive,Gasoline,14,5385,0
966,33994,3,Chevrolet,Automatic,78820,White,Black,19,V8,Front-Wheel Drive,Gasoline,6,3626,0
967,31994,2,Acura,Automatic,20452,Black,Black,23,V6,Front-Wheel Drive,Gasoline,5,2360,1
968,188888,3,Porsche,Manual,3559,White,Black,16,H6,Rear-Wheel Drive,Gasoline,5,6383,0
969,21450,4,Honda,Automatic,84552,Gray,Gray,22,V6,Front-Wheel Drive,Gasoline,7,3055,0
970,16988,2,Chevrolet,Automatic,23263,Black,Black,32,I4,Front-Wheel Drive,Gasoline,10,2865,1
971,35995,0,Acura,Automatic,5549,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,10,5171,0
972,45995,1,Cadillac,Automatic,3289,Black,Black,21,V6,Four-Wheel Drive,Gasoline,14,3545,1
973,37999,3,Mercedes-Benz,Automatic,20395,Blue,Black,20,V6,Rear-Wheel Drive,Gasoline,18,2409,0
974,32975,3,Mercedes-Benz,Automatic,24631,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,7,4374,0
975,5295,13,Toyota,Automatic,145170,Red,Gray,30,I4,Front-Wheel Drive,Gasoline,2,2243,0
976,25775,3,INFINITI,Automatic,37106,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,5,3629,0
977,28200,2,Lexus,Automatic,25170,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,4,1609,1
978,40740,0,Audi,Automatic,3968,Black,Black,25,I4,All-Wheel Drive,Gasoline,12,6376,0
979,17995,8,Toyota,Automatic,79816,Silver,Black,28,V6,All-Wheel Drive,Hybrid,6,2928,0
980,23999,2,Chevrolet,Automatic,35829,White,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,2603,0
981,36994,0,BMW,Automatic,1001,Black,Black,30,I4,Rear-Wheel Drive,Gasoline,7,3042,0
982,35596,3,Mercedes-Benz,Automatic,11219,Silver,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2369,0
983,49995,2,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,4,1658,0
984,32796,1,Mercedes-Benz,Automatic,10891,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,15,2489,0
985,59888,4,Jaguar,Automatic,18629,Black,Black,18,V8,All-Wheel Drive,Gasoline,7,2177,0
986,35799,3,Jeep,Automatic,33430,Black,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884,1
987,35597,3,Mercedes-Benz,Automatic,14099,Blue,Black,25,I4,Rear-Wheel Drive,Gasoline,20,4232,0
988,53888,0,Lexus,Automatic,4786,Gray,Black,16,V8,All-Wheel Drive,Gasoline,12,2630,0
989,64998,3,Porsche,Automatic,30543,Black,Black,24,V6,Rear-Wheel Drive,Gasoline,15,2746,0
990,28275,3,Toyota,Automatic,23590,Silver,Black,23,V6,Front-Wheel Drive,Gasoline,4,3151,0
991,23802,4,Mercedes-Benz,Automatic,51241,White,Black,24,I4,Rear-Wheel Drive,Gasoline,5,2222,0
992,34797,3,Mercedes-Benz,Automatic,17323,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2861,0
993,32496,3,Mercedes-Benz,Automatic,38843,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,15,3119,0
994,24496,3,BMW,Automatic,35452,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,10,4014,0
995,27788,1,Audi,Automatic,5306,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,3699,0
996,32698,1,Mercedes-Benz,Automatic,10161,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,7,2661,0
997,48999,3,Mercedes-Benz,Automatic,29059,White,Black,19,V6,All-Wheel Drive,Gasoline,7,2579,0
998,18997,2,Nissan,Automatic,51892,Black,Gray,19,I4,Front-Wheel Drive,Gasoline,3,325,0
999,34796,3,Mercedes-Benz,Automatic,27347,White,Black,25,I4,Rear-Wheel Drive,Gasoline,18,2375,0
1000,23500,5,Mercedes-Benz,Automatic,72278,White,Black,25,I4,All-Wheel Drive,Diesel,8,2419,0
1001,13998,3,Volkswagen,Automatic,25320,Black,Black,32,I4,Front-Wheel Drive,Gasoline,6,2058,0
1002,12950,9,Lexus,Automatic,90385,White,Gray,25,V6,Rear-Wheel Drive,Gasoline,7,2732,0
1003,13550,7,Honda,Automatic,54070,White,Black,31,I4,Front-Wheel Drive,Gasoline,3,2063,0
1004,30998,3,Audi,Automatic,26519,Black,Black,24,I4,All-Wheel Drive,Gasoline,11,4255,0
1005,12300,7,Ford,Automatic,82428,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,6,2864,0
1006,21798,2,Honda,Automatic,14672,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,6,1949,0
1007,20999,1,Chrysler,Automatic,30004,Red,Black,23,V6,Rear-Wheel Drive,Gasoline,12,3934,0
1008,26598,2,Kia,Automatic,52071,White,Black,21,V6,All-Wheel Drive,Gasoline,10,2724,0
1009,91998,5,Aston,Manual,7328,Black,Black,15,V8,Rear-Wheel Drive,Gasoline,5,1504,1
1010,19950,3,Toyota,Automatic,31984,Silver,Black,54,I4,Front-Wheel Drive,Gasoline,5,2246,0
1011,28977,2,Lexus,Automatic,16610,Silver,Red,24,I4,Front-Wheel Drive,Gasoline,8,4631,0
1012,16400,5,Honda,Automatic,32522,Gray,Gray,35,I4,Front-Wheel Drive,Gasoline,7,2292,0
1013,10980,5,Hyundai,Automatic,72713,Silver,Gray,25,I4,Front-Wheel Drive,Gasoline,3,1895,0
1014,22950,2,Nissan,Automatic,29445,Silver,Black,19,V6,Front-Wheel Drive,Gasoline,3,2040,0
1015,10995,16,Ford,Automatic,172508,White,Black,14,V8,Rear-Wheel Drive,Gasoline,3,884,0
1016,23595,2,Chevrolet,Automatic,28787,White,Black,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,3056,0
1017,38990,2,Chevrolet,Automatic,11615,White,Black,20,V8,Rear-Wheel Drive,Gasoline,5,4849,0
1018,109999,4,Bentley,Automatic,29999,Black,Black,15,W12,All-Wheel Drive,Gasoline,5,3038,1
1019,16893,3,Mazda,Automatic,26152,Gray,Black,30,I4,Front-Wheel Drive,Gasoline,4,1512,0
1020,13895,5,Honda,Automatic,37239,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,4,3832,0
1021,31351,3,Jeep,Automatic,29106,Silver,Black,25,V6,Four-Wheel Drive,Gasoline,18,1631,0
1022,22246,3,Mercedes-Benz,Automatic,32002,Red,Black,28,I4,Front-Wheel Drive,Gasoline,9,2395,0
1023,41100,2,RAM,Automatic,21425,Gray,Black,18,V8,Front-Wheel Drive,Gasoline,6,2579,0
1024,34500,2,Nissan,Automatic,51331,Black,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080,0
1025,39650,5,GMC,Automatic,61816,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,13,5244,0
1026,13495,4,Chevrolet,Automatic,37998,White,Gray,25,I4,Front-Wheel Drive,Electric,5,2112,0
1027,31950,1,Subaru,Automatic,16184,Black,Black,29,H4,All-Wheel Drive,Gasoline,12,3508,0
1028,17897,1,Honda,Automatic,19581,Black,Black,35,I4,Front-Wheel Drive,Gasoline,4,2562,0
1029,19609,3,Chrysler,Automatic,41626,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,13,3797,0
1030,30190,3,Jeep,Automatic,32292,Red,Black,17,V6,Four-Wheel Drive,Gasoline,3,3627,0
1031,17300,3,Toyota,Automatic,33236,Black,Black,28,I4,Front-Wheel Drive,Gasoline,3,2473,0
1032,35934,3,Jeep,Automatic,30136,Black,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884,1
1033,36040,3,Jeep,Automatic,28950,Black,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884,1
1034,49995,2,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,6,1658,0
1035,38198,2,Nissan,Automatic,26630,Red,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080,0
1036,32751,3,Lexus,Automatic,37573,Black,Black,23,V6,Front-Wheel Drive,Gasoline,3,2943,1
1037,57950,3,Cadillac,Automatic,27189,Black,Black,18,V8,Rear-Wheel Drive,Gasoline,15,5241,0
1038,15295,2,Toyota,Automatic,70708,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,2586,0
1039,20500,2,Chrysler,Automatic,28970,White,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2733,0
1040,22503,1,Mazda,Automatic,31167,Silver,Black,26,I4,All-Wheel Drive,Gasoline,15,2063,0
1041,21850,3,Jeep,Automatic,43677,Black,Black,22,V6,Front-Wheel Drive,Gasoline,5,1869,0
1042,24991,4,Lexus,Automatic,17973,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,2,2422,0
1043,14297,2,Honda,Automatic,37012,White,Black,36,I4,Front-Wheel Drive,Gasoline,3,3610,0
1044,31950,2,Ford,Automatic,28954,Gray,Gray,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,2383,0
1045,29995,5,Toyota,Automatic,25737,Black,Black,21,V6,Front-Wheel Drive,Gasoline,6,3214,0
1046,23350,4,Lexus,Automatic,26010,Silver,Silver,26,I4,Rear-Wheel Drive,Gasoline,4,2921,0
1047,34950,2,Lexus,Automatic,14944,Blue,Black,26,V6,Front-Wheel Drive,Gasoline,11,3921,0
1048,29888,2,Ford,Automatic,9176,White,Black,25,I4,Front-Wheel Drive,Gasoline,8,4113,0
1049,18995,3,Toyota,Automatic,43936,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,3,1522,0
1050,23600,3,Toyota,Automatic,25140,White,Black,32,I4,Front-Wheel Drive,Gasoline,5,2856,0
1051,56500,1,Chevrolet,Automatic,12996,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,14,7725,0
1052,29999,0,Hyundai,Automatic,2658,Black,Black,23,I4,All-Wheel Drive,Gasoline,7,2271,0
1053,18984,2,Buick,Automatic,5667,Red,Black,25,I4,Front-Wheel Drive,Gasoline,7,2349,0
1054,30495,1,Ford,Automatic,9003,Black,Black,21,I4,Four-Wheel Drive,Gasoline,24,2837,1
1055,17991,7,Toyota,Automatic,85280,Black,Black,25,V6,Front-Wheel Drive,Gasoline,3,1865,1
1056,22533,1,Mazda,Automatic,32294,Silver,Black,26,I4,All-Wheel Drive,Gasoline,15,2063,0
1057,22000,1,Kia,Automatic,27415,White,Black,22,V6,Front-Wheel Drive,Gasoline,6,2230,0
1058,52000,1,Jaguar,Automatic,8038,Black,Black,76,I4,All-Wheel Drive,Electric,7,2623,0
1059,8250,6,Nissan,Automatic,36998,Red,Gray,114,I4,Front-Wheel Drive,Electric,5,4044,0
1060,31697,2,Honda,Automatic,16202,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,12,3459,0
1061,17450,1,Toyota,Automatic,42682,Silver,Black,36,I4,Front-Wheel Drive,Gasoline,5,2434,0
1062,9999,9,Honda,Automatic,84567,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,1,1803,0
1063,25650,2,Honda,Automatic,19087,Black,Black,26,I4,Front-Wheel Drive,Gasoline,8,2703,0
1064,76998,1,GMC,Automatic,11205,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,9,5070,0
1065,21211,3,Mazda,Automatic,21727,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,6,3177,0
1066,17674,3,Dodge,Automatic,34517,Gray,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,5,2915,0
1067,15950,6,BMW,Automatic,46655,White,Black,28,I4,Rear-Wheel Drive,Gasoline,9,3634,0
1068,13998,5,Volkswagen,Automatic,34123,Blue,Black,23,I4,Front-Wheel Drive,Gasoline,3,1534,0
1069,18000,3,Volkswagen,Automatic,42985,White,Black,24,I4,Front-Wheel Drive,Gasoline,4,1616,0
1070,19955,8,Volkswagen,Manual,57323,White,Black,22,I4,All-Wheel Drive,Gasoline,6,4044,0
1071,18980,2,Dodge,Automatic,43236,Red,Red,19,V6,All-Wheel Drive,Gasoline,8,2650,0
1072,37664,0,BMW,Automatic,1001,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,3090,0
1073,41900,5,Mercedes-Benz,Automatic,34510,Black,Black,14,V8,All-Wheel Drive,Gasoline,3,1012,0
1074,13895,7,MINI,Automatic,25855,Black,Black,31,I4,Front-Wheel Drive,Gasoline,8,1685,0
1075,21237,2,Chrysler,Automatic,27782,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2802,0
1076,25666,3,Mercedes-Benz,Automatic,36491,Black,Black,27,I4,All-Wheel Drive,Gasoline,5,2520,0
1077,30998,3,Nissan,Automatic,48456,White,Black,16,V8,Front-Wheel Drive,Gasoline,8,1795,0
1078,33998,3,Lexus,Automatic,31999,Silver,Gray,25,V6,Front-Wheel Drive,Gasoline,8,1749,0
1079,26000,4,Lexus,Automatic,8379,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,18,6412,0
1080,14490,4,Ford,Automatic,30863,Black,Black,25,I4,Front-Wheel Drive,Gasoline,3,2386,1
1081,46995,0,Cadillac,Automatic,2146,Black,Black,22,V6,Front-Wheel Drive,Gasoline,14,3184,1
1082,13550,7,Honda,Automatic,54070,White,Black,31,I4,Front-Wheel Drive,Gasoline,3,2062,0
1083,12980,4,Chevrolet,Automatic,84367,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,4,2482,0
1084,41398,3,Mercedes-Benz,Automatic,13080,Black,Black,25,I4,All-Wheel Drive,Gasoline,1,1942,0
1085,48888,4,Land,Automatic,20458,Black,Black,24,V6,All-Wheel Drive,Diesel,8,2274,0
1086,29488,0,Toyota,Automatic,2181,Gray,Black,54,I4,Front-Wheel Drive,Gasoline,9,2622,0
1087,28251,3,Lexus,Automatic,33282,Black,Red,24,I4,Front-Wheel Drive,Gasoline,3,2887,1
1088,13995,11,Lexus,Automatic,87460,Black,Black,24,V6,Rear-Wheel Drive,Gasoline,20,4453,1
1089,12999,2,Chevrolet,Automatic,28852,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,4,1373,0
1090,18705,1,Toyota,Automatic,30952,Red,Black,52,I4,Front-Wheel Drive,Hybrid,7,2113,0
1091,17988,4,Acura,Automatic,18727,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,3,9756,0
1092,22988,3,Acura,Automatic,42177,White,Black,25,I4,Front-Wheel Drive,Gasoline,12,13009,0
1093,28988,3,Acura,Automatic,21182,Silver,Black,25,V6,All-Wheel Drive,Gasoline,7,11528,0
1094,30998,3,Subaru,Manual,46100,White,Black,19,H4,All-Wheel Drive,Gasoline,3,1463,0
1095,11950,5,Jeep,Automatic,70454,Gray,Black,23,I4,Front-Wheel Drive,Gasoline,3,2076,0
1096,19995,7,Subaru,Automatic,91948,Silver,Black,25,H4,All-Wheel Drive,Gasoline,4,2332,0
1097,22995,6,Nissan,Automatic,75589,Silver,Black,14,V8,Four-Wheel Drive,Gasoline,4,2032,0
